,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10
ARPC4,5.46925791534063,5.59013210037254,5.32636463407127,5.47228221922707,5.42836491618365,5.15668980246067,5.49274460962248,5.64909925206396,5.27265863124067,5.60406483591783
TTLL3,2.08456681625141,2.13430690154192,1.73897109727188,1.92145200573388,1.88261073890927,1.75142063046791,2.06695983714074,2.00841581601461,2.1691876162205,2.67042456963155
RPUSD3,4.55758867292732,4.22920823307576,4.47200828485261,4.19932727567699,4.47513333388548,4.18305371141923,5.02387869984546,5.00237928091927,4.74984210459934,4.70557149568242
CIDEC,0.206380690395541,0.549171491782021,0.95428476626233,0.15075317115394,0,0.505117636243757,1.15105196041495,1.10729952961446,1.81563075684222,0
JAGN1,6.83628572624883,6.65220254194047,6.97425974677359,6.5934676632609,6.45352809751063,6.45131101570958,7.05359545888388,6.96892770498884,6.83031790259695,6.64243324696972
IL17RE,1.58478565487083,1.40094739066717,2.57889455831713,2.09767417273892,2.30403621252139,1.14128376014709,2.82492319862476,2.99648628346287,2.43409682692933,1.74951248999432
IL17RC,3.15535882083427,3.29742103687568,3.15084996461233,3.32841735111544,3.13393388717155,3.38514130100705,3.40631845631425,3.34003870127191,3.34586850801435,3.63354303418495
CRELD1,4.326460072189,4.08045903761673,3.94288794032884,3.94803539705982,4.11642106513616,3.83558640850136,4.29327770655201,4.23931455002197,4.31805227966754,4.66812883069276
PRRT3,1.84503026255811,1.73223040575489,1.69220378228871,1.86742672223008,2.00245518431471,1.75516649903654,2.18983237724957,2.11734590630251,2.21552826115871,2.82967343930088
EMC3,5.90037644827437,5.70679196788428,5.8360442467383,5.7762221863542,5.89151883283185,5.84572085637625,5.99841089570386,5.97674188472986,6.1073701751423,5.98765349553895
FANCD2,1.21547115789092,1.15407838547868,1.05475948068598,1.04000865489074,1.04774332754598,1.18735235310402,1.28101802296544,1.34189733070843,1.24579670993164,1.2256712503598
BRK1,10.2059860912681,10.1603960221077,9.85003470701064,9.80343991390284,9.8305661880836,9.70043532583246,10.1209172155954,10.0063881124627,10.0490392770925,10.1469145942882
VHL,4.22189057821688,4.17683470419234,3.97428118920717,4.21658401946777,4.42427595830698,4.47830744034314,4.12923275468117,4.06695612441235,4.16303842724399,4.04023710304937
IRAK2,3.67496782959305,3.06194108786496,2.91865693043243,3.1985104370644,4.23023258265715,3.5154040238651,3.19051541185906,3.21698406884851,3.36426249616787,3.83519324421781
TATDN2,2.36889917673311,2.43769929772528,2.25093080814408,2.25632207810226,2.23750741086001,2.14859845719279,2.52922383615495,2.54991771245551,2.34000152132011,2.15938712734
GHRL,1.60202740602892,1.55906968124049,1.19247057457042,1.4148467065192,0.244835467790867,0.698567524600313,1.38730693572316,1.00038548071074,1.99220714829436,2.50075036630575
GHRLOS,0.561731683128323,0.39906137385743,0.578591029526614,0.459482973581802,0,0.567551054059133,0.682209270420005,0.562132943820205,0.88368832034618,0
SEC13,6.73849888834903,6.50107577670182,6.42431963944957,6.21246075645341,6.60832077659287,6.60709666179273,6.99473840178791,6.89274944743871,6.67448593106391,6.39633057412212
SLC6A1,0.420875086579425,0.528498664864732,0.318250349491499,0.333844202316898,0.484755903070373,0.374075926676863,0.238641853376682,0.214389764253218,0.225563601729403,0.613092198649941
HRH1,3.30911935030825,2.9083346998288,3.18331453894106,2.81446912641155,3.22981149052753,3.22824304960179,3.26654546473857,3.32733442945238,2.71555081492719,3.41185914347419
ATG7,3.2449064836987,2.99403724977559,3.18974119134684,3.30159430033473,2.70326328850182,2.9015002320689,2.97684350938031,3.09705896627317,3.09186528089716,3.33073744348429
VGLL4,5.21875186699136,4.95369732752968,4.96343555459233,4.61538598345208,5.59538264690596,5.05330091261221,5.00406237867798,5.03145068085494,4.70761236980765,5.4126599104614
TAMM41,3.32626907761629,3.28567395846077,3.32787924448795,3.1130105997062,2.93834430738378,2.97361148011028,3.42620817164544,3.44166126493217,3.50919864566204,3.3504648700647
SYN2,0.0995508283284028,0.193406326344818,0,0.162713178129866,0.0848548098658297,0.152228628070826,0.0905943298162456,0.0630726964416183,0.217346916667185,0.627696711064734
TIMP4,2.91910518621044,3.22724742569551,3.17049020588546,4.03291037377183,3.49516258155065,3.42399331648872,2.29081882852513,2.88669038303111,2.20782786376152,3.4361453340588
PPARG,2.98296807345873,2.4227049261205,3.06130099367526,2.7448449342411,3.35284391795536,2.76351251677522,1.95023080523065,2.29597496397317,2.81694724832825,3.11427325736698
TSEN2,2.09755318376952,1.67968073348749,2.05483796989605,1.68252946729935,1.7435797086299,1.64996698894711,2.11921109336165,2.27195378742471,1.73939455327911,1.68907337008209
MKRN2OS,1.33790629052702,0.67249445087205,1.61979273306444,0.88533091906255,1.86116737509529,0.852896571323003,0.904469216601165,0.636856146673405,2.25366851914855,1.70324273588395
MKRN2,3.15431385037892,2.86804853988995,2.69506209559396,2.65198158231808,3.37936098862414,3.14525263757499,2.82363839275819,2.90783217935008,2.8280038100043,3.0220844808763
RAF1,3.1322326713322,2.9971111398819,2.84855132612641,3.01221411295694,3.33817477147399,3.470363022628,2.90211934077685,2.9174864641197,3.10845120516387,3.4176574919305
TMEM40,0,0,0.25711735221484,0,0,0.0504726764210649,0,0.0406750112267204,0.0873592703844813,0.274143506088352
IQSEC1,3.1760497079275,3.31295610369923,2.84082255190407,3.23387684288051,3.26665997595128,3.47551826884284,3.250089635188,3.23392184803098,3.04212672742735,3.24358562965488
NUP210,2.37458815723796,2.6796401628878,2.04903796234762,2.68457108574552,2.47180097703738,2.57552541110781,2.78041221088233,2.92247554615181,2.88973008256034,2.8510250585404
HDAC11,2.83529775149667,2.3362940170861,2.67245508442709,2.36395521389858,3.20308770285693,2.04238088719599,2.77159937699925,2.90114887145487,2.60298869414752,2.61922608696021
FBLN2,5.00140767046917,5.78579653569622,4.84352847381954,5.74673960601267,5.87126328666707,6.73500155495359,6.09617260472498,5.76399065047512,5.29395204175559,6.30728872858286
CHCHD4,4.45996488475223,4.21219801976385,4.37910244693551,4.0151113452467,4.10669611628813,3.86595024786018,4.82148209470046,4.67696048619055,4.39871212941869,4.40924178413098
TMEM43,5.81563180616778,5.83091362233898,5.7174648166469,5.84480135480032,6.29452054907035,6.46683811739335,5.65438829299067,5.76674233442283,5.86122352590005,6.53789878314853
XPC,4.13050635929342,4.2754820624938,4.25668621946587,4.46111607395832,4.37617428457727,4.71673948104797,4.36851763981655,4.2646147884407,4.64740659043044,4.98455694689311
LSM3,6.94249343088193,6.95895937893587,6.72554657214637,6.66199644175154,6.57244455019597,6.49592877748745,6.89482988880809,6.8827902888823,6.81396277266421,6.80105883992097
SLC6A6,4.35634993000476,4.1202167041753,4.25475374466297,3.6776622845846,5.08073291341002,4.51737712129869,5.05462556451904,4.92872454344888,3.87667911099272,4.32018006154026
GRIP2,0.784567952178472,0.859660419759671,0.54200434542316,0.601725233934784,0.600265790996432,0.500486132270994,1.19409511097699,0.835966271185579,0.88615308252778,1.22330770151766
CCDC174,5.14071425617785,4.99065160996048,4.84081414722083,4.93641342148964,5.31577631851037,5.20931486475705,4.69749406989332,4.61761621570625,5.07304674584516,5.26587677486176
FGD5,2.62168632848587,2.84865683833246,2.41827089494507,2.64724051871206,2.45875552258453,2.35510007930261,2.30752088007003,2.15992429404828,2.99788383322367,3.51015393265652
NR2C2,2.20808298464643,2.17226965485274,2.1184196494899,2.12740704320187,2.26141163241735,2.01024548240839,2.03951147074653,1.98500363997935,2.02290437616602,2.22556841028812
MRPS25,3.55567306582976,3.25325585233549,3.55150075731758,3.30264935577409,3.4879276754477,3.26750431687993,4.08328655657172,4.12403101727454,3.67079260749981,3.4773386289938
RBSN,3.04760456495916,2.84851667399874,2.65034518574864,2.86980772880438,3.21370186084719,3.28445938715,2.76180759581952,2.74184880982822,2.67321101352451,3.05607639097142
CAPN7,4.29552349012119,4.31943153968218,3.99923449769808,4.35361629767259,4.61880267583491,4.70185320951429,4.24287165848797,4.24739161539789,4.29620534351973,4.61039682789402
SH3BP5,4.62286509403624,5.0509058227834,4.40088528343924,5.16082885707362,5.44936981844507,5.89025245138026,4.37856822089466,4.31709696123489,4.40583304545737,5.61417707860576
METTL6,2.64401521503246,2.49642565602146,2.39733277258693,2.48848478334619,2.51788976897417,2.59265341484156,2.47188825477765,2.43466322601222,2.58175512679981,2.85441522464051
EAF1,3.58759052502603,3.52632857007234,3.40376043579774,3.65654177542774,4.39196460147456,4.2789288875514,3.72084705957873,3.82719663982659,3.52121549332994,4.18171232012053
COLQ,0.666655687211108,1.011299333646,0.684197517858401,0.93472604799365,0.770321873747258,0.9844378491728,0.616232766930333,0.493914572529198,0.618001516696344,0.978979268398092
HACL1,4.53686785039216,4.39087998214316,4.33328522587994,4.33559639052472,4.63267232263494,4.68612654378925,4.36249939214581,4.25903922414841,4.46283184436589,4.81034799778929
BTD,2.11469787887461,2.02406948140356,2.05625632980842,2.07036872586819,2.02548345097766,2.18537329096642,2.03904889154915,2.08636635050413,2.37509510899291,2.34330046161379
ANKRD28,4.13754322585485,4.51908200737847,3.56931982140628,4.05013660406762,4.31510497997565,4.79357033426484,3.4913242092277,3.05730437011793,3.15727411566999,3.99924648454438
DPH3,5.31065654744103,5.10256148317942,4.88735639802889,4.85674955626195,5.195144348625,5.03615013025215,4.93686536963757,5.01343994130308,4.8558132019442,5.09350131575598
OXNAD1,4.26485019618572,4.53272768752846,4.34640209747425,4.92933575086516,4.99205909218385,5.00555397339971,4.53585134006073,4.18712761419133,5.027069547782,4.79266362480568
RFTN1,5.27669999179224,5.21867219209234,4.57599229151389,4.96114662764019,5.45721441332683,5.36958163362515,5.40106429016327,5.13750787264335,5.20408774865736,5.75749964807022
PLCL2,2.00304187574175,2.51888878549468,2.2393262890499,2.78646447855492,2.42868735250974,2.47245695092532,1.89373077452179,1.90328083929437,2.38623179221141,2.69653288122652
TBC1D5,3.7439363889021,3.65458983980377,3.3854870019543,3.58686869930994,3.69782605908478,3.55716169976239,3.47964167724691,3.40885046885689,3.50762341099777,3.7407264823493
SATB1,3.26653288576262,3.41431574094237,2.84341083357486,3.08706613157471,3.46066424036713,3.69468915260468,2.98658166228827,2.65356401079702,2.91496228165585,3.21820761417748
KCNH8,0.62726212615729,0.500063721775804,0.89553939743225,0.456647989152427,0.812087417897759,0.776881026943388,1.2786323362243,1.28698796835301,0.525545946815103,0.842652458233001
EFHB,0,0.101247753385563,0.0623212921087896,0.0729422473507881,0.941866279289327,0.618948941155846,0.113843386002717,0.154755328232147,0.260329952391316,0
RAB5A,6.09793361958958,5.96244624434019,5.69786276055827,5.75676443725192,6.24432807951442,6.21696531248646,5.58121680051093,5.5607239733536,5.57796600335111,6.03688288052944
KAT2B,3.29591520840983,3.65274197080202,3.00324537237304,3.71350662200987,3.3501156922017,3.28397842495943,2.9031774168783,2.96395641868475,3.21016416068138,3.24399959951359
SGO1,1.51233489211389,0.87637861919047,1.1556031950944,0.759011573432761,1.34309363319736,0.956876833185211,1.85298181945487,1.78402720445265,1.79701809367715,1.07473333656786
ZNF385D,1.33250144925048,2.66741561918916,1.13751147012537,2.05582748528641,0.91610194489637,2.36277391380205,1.18936289414547,1.38857430795701,2.58296185145775,4.01702400122941
UBE2E2,5.3912383844291,5.50027381089164,4.81705630161776,5.06064318626947,5.55881328735063,5.69026799195216,4.86587732027997,5.20425057434806,4.70856907468122,5.44554103718982
UBE2E1,6.21062092805338,6.03259371344725,5.8973163438819,5.72981222844234,6.27270898088532,6.13665552586027,5.79149014565925,5.87886706711416,5.78633320499631,6.16865545093622
NKIRAS1,2.52389302297034,2.33616994607076,2.33063690315604,2.45444248591956,2.88391928932839,2.55971479303556,2.47628691416964,2.47501656893051,2.23498580469327,2.51820424927188
NR1D2,3.46837842789418,3.3249425762786,2.88910626702535,2.98764703027585,3.55116878967403,3.38163866841519,3.02075524984961,2.98191622426111,2.83718920864133,3.53611026551903
THRB,0.606127747014115,1.15273125741317,1.31685883872391,1.29087176093335,1.7706549546569,2.39790353218201,0.370662266738223,0.687324716559997,1.15036749003144,1.98430125713793
RARB,1.88001243117388,1.49901435684377,1.59624302344998,1.36579744660179,2.6123371779194,1.56739891259961,2.15929901152136,1.99441441183795,1.19259689686965,2.26265590222407
TOP2B,3.19090853713207,3.08183619907757,3.04945292466432,2.91829934874189,3.09888761629507,2.92324522609652,3.0012143140253,2.89469541134851,2.94284705955085,2.98553354564035
NGLY1,3.78705747670207,3.92405849129514,3.82376776498629,3.83214745862892,4.1446765467458,4.12131827881785,3.61481814401008,3.61582595314094,4.00654428762623,4.10907293599444
OXSM,4.00860969334231,3.78596003039377,3.97231814763207,3.60416676533542,4.17263793080188,3.64075956900347,3.94860499966092,3.93345185003633,4.19948220404286,4.23532684281532
NEK10,0.437660797000955,0.499008036113083,0.354794524676439,0.592323047405976,0.579596856928563,0.813011976130781,0.189049718006803,0.263323811289904,0.266581543280185,0.274238197361973
SLC4A7,3.40063331997892,3.57548906726249,3.05816833998322,3.46264270682935,3.72693576890733,3.78207262922634,3.15814308350946,3.12851689404306,2.73807362991153,3.73786227886572
EOMES,1.87952821443121,2.29818332140754,1.93164829380293,3.02071379016816,2.3476834162937,3.00569776183434,1.84012878734919,1.93982116828259,3.43981694979453,3.35721158981891
CMC1,4.68432711124491,4.63956254716091,4.57417278468117,4.65514355268981,4.86484831899673,5.04861484659936,4.68672684999764,4.77681413569376,5.36295933764972,5.58203955479142
AZI2,5.20744066303881,5.14721602892196,5.09396636990641,5.35989558257229,5.74179085907928,5.77731499372633,4.85478017836846,4.76792049900723,4.60471999127818,4.9505955476138
ZCWPW2,0.301865741154244,0.341492629424995,0.112476503890171,0.131264681854591,0.225481096378856,0.240341901871124,0.144786973129034,0.142727535936513,0.125394089114317,0.204407800349062
RBMS3,2.31643742571031,2.49432777608081,2.12402796859043,2.41166507157239,2.68431930808136,3.26615872269199,1.84173229315888,1.73406719864573,2.22077648323801,2.9996849075667
TGFBR2,5.13984731988051,5.72440013886953,5.18798497216467,5.48011514280577,5.02790240173258,5.39554262680583,5.00841693302852,4.76653242462383,5.2956439110589,5.74902919484107
STT3B,5.15959488773691,4.989738397172,5.16343284843193,4.80387631893128,5.58347704081798,5.25159458722299,5.28709879238448,5.35957866292716,4.72737479956441,4.66653601953484
OSBPL10,1.70711985936653,1.82962843273725,2.08992986564141,1.80900833176715,2.16227944018032,1.87777411967012,2.13950756048118,1.93587301659286,1.99720931757109,2.27270962516408
ZNF860,1.01854419906452,0.70219888952254,1.43998841969922,1.12565511553534,1.09403738716689,0.928460303756436,0.73780905360279,0.763433793420267,1.2635775322262,1.39702460973148
GPD1L,3.36980355658291,3.34338501248471,3.12230123192396,3.44694322501678,3.08915582405105,2.80179260409251,2.91081140435623,2.93428874895545,3.38139037982122,3.37872133554266
CMTM8,3.74052771460663,3.15911216263804,3.76189101991704,3.28759618396729,4.06435990099656,3.35479433452697,4.2913499332362,4.59253016757145,3.55217026599392,3.97665901028847
CMTM7,5.33984119233675,5.36179720602882,4.28216442137708,5.34531113813924,5.05424008408582,5.46238649926371,5.43552075125012,5.60422381101858,5.34824442807605,5.7042436441332
CMTM6,7.20718610811895,7.01774293580219,6.92054495744828,6.98419866718197,7.38208584077464,7.20618603944902,7.21811403404764,7.11367245591792,7.01968658631705,7.20992561714059
DYNC1LI1,4.4104882338214,4.3463778598216,4.19976974012031,4.23939627398344,4.64514675243393,4.69949003512324,4.1037629486742,4.12563362010864,4.30890533313989,4.79444292106218
CNOT10,4.00195180205061,3.90790775091155,3.67739007122036,3.72564489340021,4.13875475631235,4.01902041920066,3.60558070029233,3.68564718612112,3.77147852262682,3.88860174291927
TRIM71,0,0,0.0301434593080379,0,0,0,0,0,0,0
CCR4,3.0311296268654,3.21270338377737,2.84732607619658,3.41072658261065,3.60335378759346,4.07651553150451,2.9300846019535,3.00223191912503,4.13758183532085,4.33341327473277
GLB1,5.4743886992465,5.12353737058958,5.40009758557421,5.42987096069534,5.52139650801285,5.40427127473518,5.4502414273142,5.45071125161574,5.15615031657083,5.38357957615359
TMPPE,0.984691990868005,1.03778569439586,0.954446697303885,1.12225079601212,1.32881776663097,1.28875452697372,1.08807019579174,1.09571687147699,1.3913226578118,1.37879840904
CRTAP,5.50748113405153,5.82099372713808,4.74712903952661,5.62683557958968,5.24640930932273,5.15662663662551,6.24350832185705,6.28134705972065,5.7027108815536,7.12427200132225
FBXL2,1.4824440175286,1.41301520375022,0.83297019369704,0.9288710982681,1.6584842951387,1.45978236883798,1.33362839395403,1.18291811862274,0.671147892714384,1.70337350579489
UBP1,3.36402641843206,3.27077898462583,2.89339755492471,2.75750896921445,3.11444802202509,2.94020049818009,3.12528656769739,3.09819412567586,2.71059868717289,3.01247861038045
CLASP2,2.70657631101136,2.83062246952857,2.47662689526672,2.77534969419876,2.7701037761227,3.1451696838922,2.69742435937811,2.66485013700414,2.81143896174303,3.1151098839707
PDCD6IP,5.32434599433866,5.20139999360432,5.26712392775803,5.21842671442796,5.39374537830314,5.23333964451941,4.99400730269435,5.12024012670324,5.14754076604814,5.38951819129889
TRANK1,2.61583961037664,2.81648156781092,2.56244586302246,2.82113373963284,2.7752058869992,2.82281331411653,2.62441400012509,2.66220994391339,3.10412842392568,3.5117257679562
EPM2AIP1,3.15077647836383,3.42498740160814,3.22834453236621,3.50871221302457,3.82066409127113,3.81954331478623,3.51887353828916,3.36956259361774,3.77570558576986,3.82130522102615
MLH1,3.27215272113538,3.34545508704508,3.26140337009363,3.39154281144946,3.31440707193364,3.42630946015042,3.17585805142562,3.2342658472596,3.14571941552548,3.67512265238315
LRRFIP2,4.28517089337926,4.24902156245949,4.10442985831654,4.13878331158984,4.69248850352757,4.4016549266402,4.21522447711232,4.25599422069442,4.4503939206462,4.66871300836633
GOLGA4,5.28932570112312,5.03154316915161,5.08278519764593,4.96905267487687,5.70975735221535,5.51184914984647,4.9648190872156,4.8949243899346,5.0159162238446,5.19341961682267
ITGA9,2.34545971838052,2.06904870822831,1.87444346333006,1.66300285979413,2.07004802182419,1.49409382348178,2.24378317619246,1.94485429461713,2.06538856391449,2.92431462677227
CTDSPL,3.23070438645495,2.96008875753614,3.37173942379064,2.94584834959785,3.45726100826896,2.73413331845366,3.90313598409575,3.7598822372777,3.21195690563054,3.16749042822382
VILL,3.16401964479432,3.22971634924337,3.55349728183964,3.355670788059,3.28168217522438,2.66918987536827,3.70370825723822,3.72685548156909,3.91169798863449,3.89460287030772
PLCD1,3.68468104585947,3.62967952228988,3.28092812816747,3.49435567484429,3.91444412244176,3.86817100205544,3.37015468086498,3.39042132694389,3.71918746600495,3.99738411495062
DLEC1,0.194849401742298,0.149121824561672,0.179183249002524,0.208336340917986,0.451935829526479,0.0201694055696083,0.345468707721224,0.433511274198035,0.374290567900242,0.319912450727079
ACAA1,4.79416073983331,4.8227810115374,4.62732577652098,4.91195970793561,4.7781476561017,4.48282244860183,5.19510706582337,5.19100608390453,5.22856362047215,5.03774896120103
MYD88,5.09399535235052,5.09269068550905,4.95203838853225,5.26365499727788,4.88286368326827,4.8330034329972,4.9733166928837,5.15837413397818,5.34094589522643,5.11510397404597
OXSR1,3.90464088993518,3.70387909998883,3.62130149561305,3.74341423072343,4.31807497674452,4.13350976841888,3.79397273313466,3.73494123021429,3.7449843448449,3.80285049333609
SLC22A14,0.0582333645773057,0,0.0357822474084758,0,0,0,0.0267056899905977,0.0367015960294424,0,0
XYLB,1.82734180574614,1.20632831128582,1.60773725660528,1.36155836251739,2.03231518775302,1.50425427830899,1.56875536139955,1.82702396180747,1.52941237845451,2.01916953797248
ACVR2B,0.91294485545362,0.710127003151364,0.917867027884772,0.670031577810356,1.00069354847387,0.68966466379045,0.773594752186585,0.822435034127834,0.760906356366741,0.768030443258923
EXOG,2.8242865399673,3.06124478940798,2.85402788626256,2.89679701516659,3.14409191243517,3.22962937468813,2.61774788084565,2.6844512629599,3.14783958824337,3.57182347794592
SCN5A,0.202001888007526,0.177322932927369,0.138543313361925,0.0756315464496779,0.205315726818391,0,0.149356248941953,0.202164461070733,0.0862007409502409,0.186007643362541
WDR48,3.60321826319966,3.50174452468624,3.25669198152453,3.22482561491803,3.63112202381594,3.6254199099356,3.04993507521021,3.03847467889911,3.38112978129467,3.70076294642566
GORASP1,3.00553383611301,2.85170325859796,2.86406743417189,2.75706042016958,3.24029092680849,2.89681658234897,2.95473295758986,3.01379933976598,3.08453738603019,3.31524724245864
TTC21A,1.17154437135728,1.18314830249117,1.08514409438022,1.21263785762765,1.78224521401547,1.42047622672259,1.31177809927714,1.38735048319364,1.10378970686711,1.22894047890445
CSRNP1,5.83977983501771,6.40279588057652,5.5676347305531,6.5397495446642,6.26179013076513,6.9862073299208,5.60161903507606,5.48202922420353,5.60281856182186,7.04381699371883
SLC25A38,5.57104274056628,5.42850386612337,5.44723543950745,5.44955689465879,5.4330199587473,5.59048472119055,5.5201119731783,5.50499461151291,5.67087218610337,5.40842469014984
MOBP,0.113142782501799,0.177677224677526,0.136817051469458,0.0659100354161402,0,0.0888766037612532,0.0106379738409554,0,0.236644746481997,0.103930929237666
MYRIP,1.25516271125178,1.30948995945975,1.83514216553683,1.58742747499833,0.667268258198346,1.22669816948303,0.651547175929548,0.6584540772247,2.46583749767149,2.7573679437592
EIF1B,7.95242560418131,7.97794625145407,7.77073393894427,7.71957605536419,8.27199493121593,8.29923278034323,7.74545164363268,7.71539634211913,7.76479435855656,8.04633288153022
ENTPD3,0.224181104809634,1.26702266960666,0.386793932545677,1.0798220772024,0.27957961765345,0.69773906438059,0.180715532461409,0.584499776378879,0.298155859529763,1.10732695433349
ZNF619,1.21955601323128,1.31904310859275,1.54261850607885,1.48652684228932,1.24276801167769,1.10099353610206,1.14941464162115,1.45054339446865,1.69562620511125,1.55651578523433
ZNF620,1.67409574358781,1.3785512101559,1.39362871781509,1.31254466460839,1.54878221706552,0.902145635750605,1.2902335957733,1.24529891142875,1.64236107921681,1.97020804504927
ZNF621,2.50289426146484,2.32653070259515,2.22599751628581,2.2157629374901,2.48219204713735,2.22910836605902,2.35836503266437,2.24562676542409,2.16190713909285,2.47302067490664
CTNNB1,5.62372028095615,5.4072925227308,5.44996303536599,5.12937287455854,6.24782170487383,5.89018243429006,5.16844736104983,5.08746190181836,4.93694914298327,5.59726344472636
ULK4,2.37865250382486,2.27500871264422,1.99469849369267,2.18860862035337,2.22150735866351,2.58743801687986,1.93351783900131,2.04371846720571,2.16170507130472,2.43175533075821
TRAK1,3.10068803115788,2.94976948339322,2.91681748361508,2.71539386783286,2.94680974128542,2.82080259870865,2.82447326571456,2.85292690920401,2.65930286596903,2.69928876887595
CCK,0.101725167974133,0.872892807085485,0.531471809524361,0.556721252175875,0,0.701249130894084,3.61667662275176,3.7571945276229,0.262464377040968,0
VIPR1,1.84486230052808,1.73824960714884,2.33465591950922,1.87784529994079,1.98540855340423,0.930666167257188,1.60255209286181,1.82926723969946,2.03345992912127,1.31909034852781
SEC22C,4.03775470605079,4.14102697397596,3.63977787840378,3.93314570509521,4.10145220487473,4.21243410360362,3.95297673050499,3.77964450808212,4.04115042377673,4.29313195108231
SS18L2,6.23538313028442,6.27349756235617,6.04847727875984,6.06504567221853,6.11369553848677,6.40927261897841,6.35932622364344,6.31496997575077,6.33279573908284,6.02622811044208
NKTR,3.98524505145484,4.2092180022715,3.86691079972595,3.95300117145109,4.26698780594952,4.57004313124498,4.0345126010606,3.93472854139185,4.15003814996096,4.30853394088969
ZBTB47,1.43119226763374,1.60443167662053,1.29552896553522,1.48740679873595,1.71943937155365,1.84868436471501,1.88503230608335,1.90799575069097,1.2701678266765,1.67113129787475
CCDC13,0.253178134152471,0.296636833933119,0.34811004184893,0.279440437539289,0.464215795654249,0.413619635054064,0.243293737620511,0.400529150866518,0.158886870332598,0.257201943524419
HIGD1A,4.50652326065944,4.51843179537284,4.84662449381032,4.56481788292264,4.67793265509957,4.28086396205076,4.41283215912461,4.41038879859097,5.0349044501043,4.92760217107795
ACKR2,0.382541880719458,0.916015433956992,0.621552360372191,0.724580697273184,0.189597940334215,1.12596128497621,0.473151341172207,0.666371978474957,0.841233161994158,1.4020761297574
KRBOX1,0.550908423299412,0.871875527722747,1.05033682739102,0.972435839197148,0.336722788486753,0.35805463883411,0.599878675443291,0.538519221140467,0.884924983274567,1.12610892745252
ZNF662,0.605963709612095,1.07844753432263,0.748368241589026,0.989612920020319,0.568414641769031,0.735774499107889,1.00838693454957,0.7634823227292,1.11532313719311,1.50924815525167
POMGNT2,1.73825458306997,1.57384481791894,1.30141422817824,1.51741144351228,1.83967368301095,1.75966402113674,1.58471532606568,1.83924498726235,1.39248180520564,2.14754844053901
SNRK,4.24997497509377,4.46023042500124,3.81996471081243,4.1557121468505,4.72706283571397,5.04362966140876,3.9025090952443,3.45859437968676,4.53235928687556,5.0710886944253
ANO10,3.84258890510832,3.47470639528559,3.52154632342893,3.24121978678373,3.86458341029984,3.41439720443528,3.49448386834876,3.49049633804108,3.72126298194605,3.97752792361985
ABHD5,4.54783400114895,4.48697640098583,4.63247200496688,5.03692756418221,5.23723294525121,5.37067451709317,3.92516070188626,4.02848262633963,3.94618273738592,4.45670705239647
TCAIM,3.21324944049334,2.87022103750668,3.0719969539013,2.8023444609494,2.84467495683606,2.80768402683347,2.82441412996594,2.91559938152012,3.26891547785991,3.2514431092073
ZNF445,1.68291119285601,1.67371649768013,1.55415012735637,1.76830994973491,2.0017892537809,1.85232206784872,1.81837890936525,1.91678552640697,1.68366763121341,2.3379147197748
ZNF852,1.33029832003655,1.52100059732361,1.60973471691696,1.71811118837913,0.82423971021084,1.555740939396,1.39697740199283,1.61506044116013,1.74156812826565,2.02915468251774
ZKSCAN7,1.02762641939899,1.31406774250647,1.18046513938547,1.22276271086479,0.863975071165974,1.04268157722611,1.07362560881177,1.11438554392194,1.43926740165134,1.40037017478317
ZNF660,1.09348282105536,0.936510208485981,0.709174646063987,0.983941011677471,0.819916407530338,1.01958699113421,0.829221617937774,0.867969300964206,0.788101660812791,1.37244505699832
ZNF197,2.13526912511557,2.02818067171495,2.12679215362288,1.98927305512477,2.15474925469195,2.06561094462466,1.97871652001858,1.91048146221361,2.11129119430516,2.06804005759387
ZNF35,2.96426068407443,2.67572918215241,2.61266783619534,2.51373265150222,2.29123713994421,2.47218994101831,2.65494341817656,2.66001774012822,2.57423964056028,2.21232687309327
ZNF502,2.18449460625514,2.07231782540532,2.24301700537867,1.90203497568537,2.01641875590717,1.86948768821322,1.86065861044202,1.77382376579675,2.1152721666364,2.12861289695904
ZNF501,1.74471912488773,1.80849263985991,1.80365875462122,1.56566689425615,1.78723031537354,1.47056908846433,1.20870439007989,1.23282521298296,1.77454721668194,2.06225697692101
KIAA1143,4.25459540303007,4.17465197471795,3.99923108966465,4.02073605694486,4.41198055535106,4.38350114413986,3.68053556773548,3.62865534069133,4.07232121729353,4.51263949836781
KIF15,1.17358416802048,1.07586876267784,0.747240981459178,0.671540165162232,0.592848746589077,0.830243790760459,1.29268607244926,1.09932402682141,1.00954171989295,1.12160190784907
TMEM42,4.345976661072,4.5283006367446,4.11326810123578,4.30525150868031,4.33821335875341,4.1768237147077,4.41138854419263,4.29079984051169,4.7040186725545,4.77015246150627
ZDHHC3,4.00894665397949,3.70918547382905,3.88000153713417,3.62505361501012,3.90284957199433,3.61502582098951,3.89149482993842,3.98033685483977,4.03691788941014,3.90692883961635
EXOSC7,4.89338327469187,4.66520161178866,4.86455139236085,4.6596410832977,5.03435114419953,5.08060048425174,5.34966492011847,5.35895143394465,4.93986904345166,5.06194031611655
CDCP1,3.96893899825322,2.98717914875374,3.96338868907101,3.65086721169684,4.24108373489549,3.28244981734634,3.80455902788748,4.14354620096935,3.70585219932916,2.74955974599524
